PARCELID,Shape_Leng,Shape_Area,PARID2,parid3,Dwelling — Sheet1_MAP ROUTING,Dwelling — Sheet1_CARD,Dwelling — Sheet1_RMTOT,Dwelling — Sheet1_RMBED,Dwelling — Sheet1_RMFAM,Dwelling — Sheet1_RMDIN,Dwelling — Sheet1_FIXBATH,Dwelling — Sheet1_FIXHALF,Dwelling — Sheet1_LIVUNITS,Dwelling — Sheet1_STYLE,Dwelling — Sheet1_STORIES,Dwelling — Sheet1_ATTIC,Dwelling — Sheet1_BSMT,Dwelling — Sheet1_FINBSMTAREA,Dwelling — Sheet1_EXTWALL,Dwelling — Sheet1_UNFINAREA,Dwelling — Sheet1_RECROMAREA,Dwelling — Sheet1_HEAT,Dwelling — Sheet1_FIXADDL,Dwelling — Sheet1_FIXTOT,Dwelling — Sheet1_WBFP_S,Dwelling — Sheet1_WBFP_O,Dwelling — Sheet1_CARSPACESATT,Dwelling — Sheet1_CARSPACESBSMT,Dwelling — Sheet1_CARPORTSPACES,Dwelling — Sheet1_GRADE,Dwelling — Sheet1_WELLSEPTIC,Dwelling — Sheet1_YRBLT,Dwelling — Sheet1_YRREMOD,Dwelling — Sheet1_EFFYR,Dwelling — Sheet1_COND,Dwelling — Sheet1_AREAFACT,Dwelling — Sheet1_ADJAREA,Dwelling — Sheet1_SHFACT,Dwelling — Sheet1_CNSTFACT,Dwelling — Sheet1_GRDFACT,Dwelling — Sheet1_DEPR,Dwelling — Sheet1_MKTADJ,Dwelling — Sheet1_MGFA,Dwelling — Sheet1_ADDNAREA,Dwelling — Sheet1_SFLA,Dwelling — Sheet1_FLR1AREA,Dwelling — Sheet1_ADJRCNLD,Value — Sheet1_TaxYear,Value — Sheet1_ValueType,Value — Sheet1_LUC,Value — Sheet1_LUCDesc,Value — Sheet1_MarketLand,Value — Sheet1_MarketImpr,Value — Sheet1_CauvLand,Value — Sheet1_TaxableLand,Value — Sheet1_TaxableImpr
"050-000326",445.39536370800,10936.53559500000,"050-000326","050-000326-00","050-N041-08300",1,5,3,,,1,,"1",10 - CAPE COD,1 - 1 Story,2 - 1/2 ATTIC FINISH,B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,4,7,,,,,,D+1 - BELOW AVERAGE +,,1947,2004,2004,A - AVERAGE,0.706,696,1,1,0.8,70,,696,0,863,700,88900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,95600,90800,0,33460,31780
"050-000327",390.71754680500,6859.51883145000,"050-000327","050-000327-00","050-N041-02100",1,5,2,,,1,1,"1","07 - OLD STYLE",2 - 2 Story,"0 - NO ATTIC",C - FULL CRAWL,,1 - WD/ALUM/VINYL,,,1 - HEAT,2,7,,,,,,D+2 - BELOW AVERAGE ++,,1905,1988,1988,G - GOOD,0.664,624,1.69,1,0.85,75,,624,0,1248,626,128300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,76500,128300,0,26780,44910
"050-000328",398.21360639400,7419.70515146000,"050-000328","050-000328-00","050-N041-02000",1,8,4,1,,2,1,"1","07 - OLD STYLE",2 - 2 Story,"0 - NO ATTIC",C - FULL CRAWL,,1 - WD/ALUM/VINYL,,,1 - HEAT,2,10,,,,,,D+2 - BELOW AVERAGE ++,,1896,2003,2003,G - GOOD,0.664,624,1.69,1,0.85,75,,624,685,1933,629,169500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,85000,178300,0,29750,62410
"050-000329",439.31211833000,10492.05986990000,"050-000329","050-000329-00","050-N041-00900",1,10,6,,,4,2,"2",13 - DUPLEX,2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,900,2 - HEAT/AIR CON,4,20,2,2,2 - 2 Car Spaces,,,C - AVERAGE QUALITY,,1999,2019,2019,G - GOOD,1,1200,1.69,1,1,83,,1200,0,2400,1209,311200,2024,Base,520,520 - TWO-FAMILY DWLG ON PLATTED LOT,93500,312000,0,32730,109200
"050-000330",393.36020246800,7070.52794888000,"050-000330","050-000330-00","050-N041-14500",1,5,3,,,2,,"1","01 - CONVENTIONAL",2 - 2 Story,2 - 1/2 ATTIC FINISH,B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,8,,,,,,C+1 - AVERAGE +,,1900,2019,2019,G - GOOD,0.682,656,1.69,1,1.05,89,,656,1188,2657,678,366900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,85000,366900,0,29750,128420
"050-000331",432.36504227500,8315.82301319000,"050-000331","050-000331-00","050-N043-09600",1,5,3,,,1,,"1",10 - CAPE COD,1 - 1 Story,2 - 1/2 ATTIC FINISH,B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,330,2 - HEAT/AIR CON,2,5,,,,,,C-1 - AVERAGE -,,1954,1997,1997,G - GOOD,0.748,768,1,1,0.95,90,,768,0,952,769,148400,2024,Base,470,470 - DWELLING CONVERTED TO OFFICE,71500,155000,0,25030,54250
"050-000332",222.11845048700,2055.21832235000,"050-000332","050-000332-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,499,499 - OTHER COMMERCIAL STRUCTURE,5900,1300,0,2070,460
"050-000333",515.76364184500,15843.04460510000,"050-000333","050-000333-00","050-N041-13300",1,12,6,,,2,1,"3","07 - OLD STYLE",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,6,14,1,1,2 - 2 Car Spaces,,,C+2 - AVERAGE + +,,1900,1989,1989,A - AVERAGE,0.904,1036,1.69,1,1.1,85,,1036,696,2768,1048,361800,2024,Base,470,470 - DWELLING CONVERTED TO OFFICE,129900,93700,0,45470,32800
"050-000334",632.63717681600,15438.45444130000,"050-000334","050-000334-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,425,425 - NEIGHBORHOOD SHOPPING CENTER,143800,0,0,50330,0
"050-000335",535.02445243000,11754.84556530000,"050-000335","050-000335-00","050-N042-18900",1,4,2,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC","0 - NONE",,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,1989,1989,A - AVERAGE,0.748,768,1,1,0.85,75,,768,0,768,770,81100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,95700,83100,0,33500,29090
"050-000336",416.44199808100,8795.19306853000,"050-000336","050-000336-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,442,442 - MEDICAL CLINICS AND OFFICES,69300,406100,0,24260,142140
"050-000337",227.89379724500,3196.10485194000,"050-000337","050-000337-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,455,455 - COMMERCIAL GARAGE,35800,80600,0,12530,28210
"050-000338",569.74658618000,17167.10491730000,"050-000338","050-000338-00","050-N042-21700",1,5,2,,,1,,"1",10 - CAPE COD,1 - 1 Story,4 - FULL ATTIC FINISH,B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,1,1,,,,C-1 - AVERAGE -,,1947,1999,1999,A - AVERAGE,0.741,756,1,1,0.95,71,,756,72,1191,760,125400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,121400,136400,0,42490,47740
"050-000339",362.04510135900,7633.63784073000,"050-000339","050-000339-00","050-N041-02600",1,7,2,,,1,1,"1","07 - OLD STYLE",2 - 2 Story,"0 - NO ATTIC",C - FULL CRAWL,,7 - BRICK,,,2 - HEAT/AIR CON,2,7,1,1,,,,C - AVERAGE QUALITY,,1870,1970,1970,G - GOOD,0.883,999,1.69,1.164,1,90,,999,638,2636,1007,327500,2024,Base,429,429 - OTHER RETAIL STRUCTURE,83500,381500,0,29230,133530
"050-000340",345.80125605100,7296.94169569000,"050-000340","050-000340-00","050-N041-13400",1,5,3,,,1,1,"1","07 - OLD STYLE",1.5 - 1 1/2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,7,,,,,,D+2 - BELOW AVERAGE ++,,1900,2000,2000,G - GOOD,0.72,720,1.49,1,0.85,90,,720,120,1416,727,177200,2024,Base,470,470 - DWELLING CONVERTED TO OFFICE,82500,178900,0,28880,62620
"050-000341",398.82375419000,7484.88062182000,"050-000341","050-000341-00","050-N042-21400",1,5,3,,,2,,"1",10 - CAPE COD,1 - 1 Story,4 - FULL ATTIC FINISH,B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,3,9,1,1,,,,C - AVERAGE QUALITY,,1939,1994,1994,A - AVERAGE,0.859,959,1,1,1,70,,959,0,1419,963,153100,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,85000,156500,0,29750,54780
"050-000342",595.03984608700,12409.99447900000,"050-000342","050-000342-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,429,429 - OTHER RETAIL STRUCTURE,160400,0,0,56140,0
"050-000344",364.74170624500,5686.30221929000,"050-000344","050-000344-00","050-N042-03700",1,4,2,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1952,,,A - AVERAGE,0.781,825,1,1,0.85,75,,825,0,825,829,98200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,71100,100800,0,24890,35280
"050-000345",361.55750739700,8055.34115036000,"050-000345","050-000345-00","050-N042-03800",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,1996,1996,A - AVERAGE,0.81,875,1,1,0.85,75,,875,0,875,878,93600,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,85800,96700,0,30030,33850
"050-000346",391.00169876900,8282.46365675000,"050-000346","050-000346-00","050-N042-03900",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC","0 - NONE",,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1952,2008,2008,F - FAIR,0.81,875,1,1,0.85,65,,875,0,875,878,67200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,91500,69600,0,32030,24360
"050-000347",359.29148996900,6424.32853631000,"050-000347","050-000347-00","050-N042-04000",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.81,875,1,1,0.85,75,,875,0,875,881,104200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,80000,104200,0,28000,36470
"050-000348",405.88085995300,9791.46423148000,"050-000348","050-000348-00","050-N042-04100",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.81,875,1,1,0.85,75,,875,0,875,879,100900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,85600,101100,0,29960,35390
"050-000349",353.39968765200,6406.08822024000,"050-000349","050-000349-00","050-N042-04400",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1948,,,A - AVERAGE,0.839,925,1,1,0.85,75,,925,0,925,927,103000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,82100,103000,0,28740,36050
"050-000350",346.32314877600,5958.61358770000,"050-000350","050-000350-00","050-N042-04300",1,5,3,,,1,1,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,160,2 - HEAT/AIR CON,2,7,,,,,,D+2 - BELOW AVERAGE ++,,1953,2019,2019,G - GOOD,0.81,875,1,1,0.85,93,,875,0,875,876,131300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,74000,131300,0,25900,45960
"050-000351",394.32247108700,9011.40630277000,"050-000351","050-000351-00","050-N042-04200",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,1,1,,,,D+2 - BELOW AVERAGE ++,,1952,,,A - AVERAGE,0.81,875,1,1,0.85,75,,875,0,875,876,104500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,88600,104500,0,31010,36580
"050-000352",349.77046929300,6246.39159121000,"050-000352","050-000352-00","050-N042-04500",1,5,3,,,1,1,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,7,1,1,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.839,925,1,1,0.85,75,,925,204,1129,930,121200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,74000,121200,0,25900,42420
"050-000353",349.63591027700,6232.64321663000,"050-000353","050-000353-00","050-N042-04600",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.81,875,1,1,0.85,75,,875,0,875,879,104200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,74000,104200,0,25900,36470
"050-000354",339.75064765100,5998.03464520000,"050-000354","050-000354-00","050-N042-04700",1,7,3,1,,1,2,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,9,,,,,,D+2 - BELOW AVERAGE ++,,1953,1971,1971,F - FAIR,0.932,1083,1,1,0.85,65,,1083,384,1467,1089,126200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,58600,126200,0,20510,44170
"050-000355",342.81454990200,7452.93347079000,"050-000355","050-000355-00","050-N042-09600",1,5,3,,,2,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,8,1,1,,,,C-1 - AVERAGE -,,1954,,,A - AVERAGE,0.986,1176,1,1,0.95,75,,1176,0,1176,1181,150000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,84100,150000,0,29440,52500
"050-000356",777.77267163700,20134.30110510000,"050-000356","050-000356-00","050-N042-09700",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.807,870,1,1,0.85,75,,870,0,870,871,98400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,91500,98400,0,32030,34440
"050-000357",425.89430504700,11270.38016740000,"050-000357","050-000357-00","050-N042-09900",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,864,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1950,,,A - AVERAGE,0.81,875,1,1,0.85,75,,875,0,875,876,123400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,95900,124500,0,33570,43580
"050-000358",322.19882873300,5560.00224791000,"050-000358","050-000358-00","050-N042-09500",1,6,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,780,2 - HEAT/AIR CON,2,5,1,1,,,,C-1 - AVERAGE -,,1953,,,A - AVERAGE,1.035,1260,1,1.016,0.95,75,,1260,0,1260,1265,183300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,74500,183300,0,26080,64160
"050-000359",346.83026996500,5072.91011909000,"050-000359","050-000359-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,599,599 - OTHER RESIDENTIAL,69500,8000,0,24330,2800
"050-000360",503.00390896300,15833.69277420000,"050-000360","050-000360-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,401,401 - APARTMENTS 4 TO 19 FAMILY,172600,201600,0,60410,70560
"050-000361",401.20048545400,7468.82242522000,"050-000361","050-000361-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,420,420 - SMALL RETAIL STRUCT<10000 SF,82500,128300,0,28880,44910
"050-000362",517.14406490300,14948.01926590000,"050-000362","050-000362-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,420,420 - SMALL RETAIL STRUCT<10000 SF,129400,0,0,45290,0
"050-000363",610.39435320900,18255.18302970000,"050-000363","050-000363-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,420,420 - SMALL RETAIL STRUCT<10000 SF,96800,798400,0,33880,279440
"050-000365",432.74985332700,8283.79735285000,"050-000365","050-000365-00","050-N041-00500",1,6,3,1,,2,1,"1","07 - OLD STYLE",2 - 2 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,288,1 - HEAT,2,10,,,,,,C - AVERAGE QUALITY,,1900,1962,1962,G - GOOD,0.783,828,1.69,1,1,75,,828,756,2412,837,244500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,98200,251700,0,34370,88100
"050-000366",272.42311240300,3248.08535858000,"050-000366","050-000366-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,49700,0,0,17400,0
"050-000367",478.04663256900,15317.69834320000,"050-000367","050-000367-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,435,435 - FAST FOOD/DRIVE-IN RESTAURANT,199500,321700,0,69830,112600
"050-000368",301.84521758000,3700.68343852000,"050-000368","050-000368-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,29700,0,0,10400,0
"050-000369",163.39523721900,1597.58606059000,"050-000369","050-000369-00","050-N041-06200",1,4,2,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC","0 - NONE",,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D-2 - POOR ++,,1953,2018,2018,G - GOOD,0.7,687,1,1,0.65,80,,687,0,687,690,62200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,28600,62200,0,10010,21770
"050-000370",453.74986613300,11512.01588390000,"050-000370","050-000370-00","050-N041-01700",1,6,3,1,,2,1,"1",10 - CAPE COD,1.5 - 1 1/2 Story,"0 - NO ATTIC",7 - 1/4 BASEMENT 3/4 CRAWL,192,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,10,1,1,,,,C-2 - AVERAGE - -,,1900,1995,1995,G - GOOD,0.659,616,1.49,1,0.9,75,,616,768,1877,627,192800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,95600,202500,0,33460,70880
"050-000371",493.27587957200,11206.10465110000,"050-000371","050-000371-00","050-N043-09300",1,6,4,,,1,,"1",10 - CAPE COD,1 - 1 Story,3 - 3/4 ATTIC FINISH,C - FULL CRAWL,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1952,,,A - AVERAGE,0.748,768,1,1,0.85,70,,768,0,1044,769,92800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,96400,95300,0,33740,33360
"050-000372",492.34471299800,11142.11813000000,"050-000372","050-000372-00","050-N043-09200",1,6,4,,,1,,"1",10 - CAPE COD,1 - 1 Story,3 - 3/4 ATTIC FINISH,C - FULL CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.748,768,1,1.016,0.85,70,,768,0,1044,771,96300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,98200,99900,0,34370,34970
"050-000373",460.71732516600,9636.72364139000,"050-000373","050-000373-00","050-N043-09100",1,5,3,,,1,,"1",10 - CAPE COD,1 - 1 Story,3 - 3/4 ATTIC FINISH,C - FULL CRAWL,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,4,7,,,,,,D+2 - BELOW AVERAGE ++,,1952,,,A - AVERAGE,0.748,768,1,1.016,0.85,70,,768,32,1076,770,98800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,92800,102000,0,32480,35700
"050-000374",351.26060429200,6064.50678359000,"050-000374","050-000374-00","050-N043-09000",1,6,4,,,1,,"1",10 - CAPE COD,1 - 1 Story,3 - 3/4 ATTIC FINISH,B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.748,768,1,1,0.85,70,,768,0,1044,772,108800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,74100,108800,0,25940,38080
"050-000375",500.90153363300,11901.37808920000,"050-000375","050-000375-00","050-N043-09400",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",C - FULL CRAWL,,1 - WD/ALUM/VINYL,,,1 - HEAT,2,5,,,1 - 1 Car Space,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.86,960,1,1,0.85,70,,960,0,960,964,97400,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,95100,97400,0,33290,34090
"050-000376",400.95528100300,7559.39593871000,"050-000376","050-000376-00","050-N043-08900",1,6,4,,,1,,"1",10 - CAPE COD,1 - 1 Story,4 - FULL ATTIC FINISH,B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,400,2 - HEAT/AIR CON,2,5,1,1,,,,D+2 - BELOW AVERAGE ++,,1953,,,G - GOOD,0.748,768,1,1.016,0.85,75,,768,0,1137,769,125300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,89000,129000,0,31150,45150
"050-000377",787.86342109800,34332.20812840000,"050-000377","050-000377-00",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024,Base,447,447 - OFFICE BLDG 1 & 2 STORIES,321200,393800,0,112420,137830
"050-000378",454.10086258900,11547.20608630000,"050-000378","050-000378-00","050-N042-10900",1,6,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1954,,,A - AVERAGE,0.854,950,1,1.016,0.85,75,,950,0,950,953,106700,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,97400,109700,0,34090,38400
"050-000379",419.53862349200,8958.13076324000,"050-000379","050-000379-00","050-N042-10800",1,6,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,,2 - HEAT/AIR CON,2,5,1,1,,,,D+2 - BELOW AVERAGE ++,,1954,,,G - GOOD,0.854,950,1,1.016,0.85,80,,950,0,950,952,117300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,96600,121200,0,33810,42420
"050-000380",420.80081808500,9049.43184915000,"050-000380","050-000380-00","050-N042-10700",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,1,1,,,,D+2 - BELOW AVERAGE ++,,1954,,,A - AVERAGE,0.854,950,1,1,0.85,75,,950,0,950,952,108300,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,96600,108300,0,33810,37910
"050-000381",420.99919692600,9048.75898920000,"050-000381","050-000381-00","050-N042-10600",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,2 - STUCCO,,500,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1954,2016,2016,G - GOOD,0.854,950,1,1,0.85,89,,950,0,950,953,150200,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,96600,157700,0,33810,55200
"050-000382",410.70089854900,8500.10709701000,"050-000382","050-000382-00","050-N042-10500",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1954,,,A - AVERAGE,0.854,950,1,1,0.85,75,,950,0,950,954,105500,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,97800,107600,0,34230,37660
"050-000383",375.64349250200,7753.52244800000,"050-000383","050-000383-00","050-N042-10400",1,6,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,1,1,,,,D+2 - BELOW AVERAGE ++,,1953,,,A - AVERAGE,0.854,950,1,1,0.85,75,,950,0,950,952,111800,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,92100,111800,0,32240,39130
"050-000384",376.84546673600,7887.03529769000,"050-000384","050-000384-00","050-N042-10300",1,6,3,1,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,91 - 1/6 MASONRY TO FRAME .167,,472,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1954,2015,2015,G - GOOD,0.854,950,1,1.016,0.85,80,,950,0,950,952,131000,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,90600,133900,0,31710,46870
"050-000385",359.31208016600,6302.82627746000,"050-000385","050-000385-00","050-N042-10200",1,5,3,,,1,,"1","05 - RANCH",1 - 1 Story,"0 - NO ATTIC",B - FULL BASEMENT,,1 - WD/ALUM/VINYL,,,2 - HEAT/AIR CON,2,5,,,,,,D+2 - BELOW AVERAGE ++,,1954,,,A - AVERAGE,0.854,950,1,1,0.85,75,,950,0,950,950,102900,2024,Base,510,510 - ONE-FAMILY DWLG ON PLATTED LOT,81400,105800,0,28490,37030
